,Country,EdLevel,Experience,Salary
87232,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,102806.0
87235,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,8,161380.0
87236,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23,53545.0
87237,United States of America,Some college/university study without earning a degree,23,120000.0
87241,United States of America,Some college/university study without earning a degree,42,150000.0
87253,United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,93104.0
87259,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,52638.0
87260,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,45494.0
87264,Sweden,Some college/university study without earning a degree,6,42569.0
87269,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,62069.0
87270,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,148703.0
87271,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,12117.0
87272,Germany,Some college/university study without earning a degree,5,44978.0
87273,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,47119.0
87277,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,61712.0
87279,Italy,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15,42836.0
87284,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,115000.0
87285,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,120000.0
87286,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,132000.0
87289,United States of America,Some college/university study without earning a degree,8,125000.0
87292,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,185000.0
87293,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,100500.0
87300,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,33412.0
87303,United States of America,Some college/university study without earning a degree,10,165000.0
87310,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,41632.0
87316,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,16063.0
87318,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,28757.0
87325,Canada,"Associate degree (A.A., A.S., etc.)",3,81787.0
87333,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,23926.0
87337,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",9,47173.0
87339,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,89648.0
87342,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,119034.0
87344,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,40694.0
87346,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,89222.0
87347,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,90000.0
87361,Norway,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15,54368.0
87363,other,Some college/university study without earning a degree,6,46800.0
87364,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,125621.0
87365,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Less than 1 year,46049.0
87366,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,97000.0
87370,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,43742.0
87372,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,178000.0
87374,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,12117.0
87380,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,10905.0
87385,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,107839.0
87387,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,56948.0
87389,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,85000.0
87392,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,48190.0
87398,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,10398.0
87403,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,29985.0
87407,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,17,83793.0
87408,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",14,87813.0
87411,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,80663.0
87417,United States of America,"Associate degree (A.A., A.S., etc.)",4,120000.0
87423,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,102000.0
87424,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,170000.0
87436,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,170000.0
87444,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,101800.0
87451,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,42836.0
87453,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,100000.0
87455,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,41765.0
87457,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21,152000.0
87459,France,Some college/university study without earning a degree,28,34269.0
87463,United States of America,Some college/university study without earning a degree,10,140000.0
87464,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,110570.0
87472,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,27296.0
87474,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42,150000.0
87476,United States of America,"Associate degree (A.A., A.S., etc.)",3,118000.0
87478,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,170000.0
87482,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,52883.0
87483,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,80317.0
87485,Canada,Some college/university study without earning a degree,4,52046.0
87495,Canada,Some college/university study without earning a degree,1,18588.0
87496,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,91026.0
87497,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,48000.0
87503,Germany,"Associate degree (A.A., A.S., etc.)",4,14993.0
87511,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,69608.0
87514,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,39986.0
87521,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,175000.0
87522,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,38552.0
87523,other,Some college/university study without earning a degree,2,19996.0
87525,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,33517.0
87530,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,125000.0
87532,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,162000.0
87537,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,25541.0
87538,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,170000.0
87539,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,14607.0
87540,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,200000.0
87541,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,57086.0
87544,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,99311.0
87550,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,64254.0
87556,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,32127.0
87560,United States of America,Some college/university study without earning a degree,14,90000.0
87563,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,65325.0
87566,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,18749.0
87568,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,44978.0
87572,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,53116.0
87573,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,11780.0
87585,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,64499.0
87586,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,148966.0
87588,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,30000.0
87592,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,55000.0
87593,Canada,"Associate degree (A.A., A.S., etc.)",11,46470.0
87604,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,85000.0
87607,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,24234.0
87608,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,51403.0
87609,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,180000.0
87612,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,21418.0
87618,United States of America,"Associate degree (A.A., A.S., etc.)",2,104000.0
87621,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,97104.0
87622,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10,47000.0
87626,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,175000.0
87628,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,55687.0
87633,Brazil,Some college/university study without earning a degree,6,22813.0
87635,Spain,Some college/university study without earning a degree,2,29985.0
87637,Sweden,Some college/university study without earning a degree,4,46071.0
87638,United States of America,Some college/university study without earning a degree,1,72000.0
87642,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,75000.0
87643,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,200000.0
87644,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,67441.0
87647,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,20200.0
87648,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,59481.0
87649,other,Some college/university study without earning a degree,6,30000.0
87662,Canada,Something else,3,60968.0
87667,other,Some college/university study without earning a degree,2,20037.0
87671,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,85000.0
87674,Sweden,Something else,1,36488.0
87675,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,63000.0
87677,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,71000.0
87681,Canada,Some college/university study without earning a degree,3,59481.0
87682,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,57828.0
87689,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,92939.0
87693,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,50719.0
87695,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,14102.0
87696,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,112000.0
87697,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,51125.0
87700,Germany,Something else,4,64254.0
87701,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,55687.0
87703,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,63942.0
87706,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,10019.0
87710,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,99000.0
87711,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,49655.0
87712,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,75000.0
87713,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,55687.0
87715,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,13329.0
87716,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,57994.0
87719,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,120000.0
87722,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20,156138.0
87726,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",1,48190.0
87730,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,90621.0
87734,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,65000.0
87742,United States of America,Some college/university study without earning a degree,3,82500.0
87743,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,42752.0
87744,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,96000.0
87745,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,170000.0
87752,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,19993.0
87754,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,71750.0
87755,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,64254.0
87760,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,111724.0
87766,United States of America,Some college/university study without earning a degree,2,108000.0
87767,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,100000.0
87768,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,85000.0
87769,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,89222.0
87771,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,19387.0
87773,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,32662.0
87777,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,53545.0
87778,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,130000.0
87780,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,57293.0
87783,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,125000.0
87786,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,195000.0
87793,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12,71377.0
87795,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,25562.0
87796,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,130345.0
87797,other,Some college/university study without earning a degree,11,32127.0
87798,Canada,Some college/university study without earning a degree,6,74351.0
87807,other,Some college/university study without earning a degree,7,108774.0
87808,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,111527.0
87820,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,105000.0
87823,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,140000.0
87824,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,53944.0
87832,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,111527.0
87833,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,83530.0
87836,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18,100000.0
87842,United States of America,Some college/university study without earning a degree,16,115000.0
87845,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,14781.0
87848,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,74963.0
87849,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,132000.0
87853,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,152000.0
87855,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,91026.0
87865,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,42836.0
87866,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28,200000.0
87868,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,45000.0
87872,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,104092.0
87874,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,130000.0
87878,Brazil,Some college/university study without earning a degree,9,25562.0
87879,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18,197000.0
87886,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,85672.0
87889,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,48678.0
87891,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,120000.0
87895,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,38282.0
87899,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,80000.0
87902,other,Some college/university study without earning a degree,3,74963.0
87903,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,32127.0
87905,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,77104.0
87906,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,151000.0
87908,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,63876.0
87912,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,70000.0
87914,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",6,37500.0
87915,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,22444.0
87916,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",41,180000.0
87917,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,146333.0
87920,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,150000.0
87921,Brazil,Some college/university study without earning a degree,5,12173.0
87923,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,120000.0
87927,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,87813.0
87931,United States of America,Some college/university study without earning a degree,26,160000.0
87932,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,105000.0
87937,Sweden,Some college/university study without earning a degree,22,64499.0
87948,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,44978.0
87953,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,55862.0
87954,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,125000.0
87956,Germany,Some college/university study without earning a degree,23,64254.0
87970,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,30955.0
87973,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,167000.0
87976,other,Some college/university study without earning a degree,1,46542.0
87977,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,83000.0
87978,Canada,Some college/university study without earning a degree,3,44611.0
87983,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,64254.0
87987,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,69890.0
87991,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,92000.0
87993,Brazil,"Associate degree (A.A., A.S., etc.)",2,14201.0
87996,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,12117.0
87998,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,57423.0
88000,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Less than 1 year,154500.0
88009,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,130000.0
88012,Canada,Some college/university study without earning a degree,4,44611.0
88014,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,70000.0
88017,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20,42836.0
88019,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,83500.0
88021,Sweden,Some college/university study without earning a degree,Less than 1 year,35382.0
88025,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,61041.0
88028,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,62523.0
88030,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30,68240.0
88037,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,20599.0
88042,Spain,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",24,51403.0
88044,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,24234.0
88052,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,54616.0
88054,Canada,"Associate degree (A.A., A.S., etc.)",4,81787.0
88055,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,37241.0
88057,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,16237.0
88061,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,44228.0
88062,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,137770.0
88065,other,Something else,2,48190.0
88067,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,41871.0
88069,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,150000.0
88070,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,72490.0
88078,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,45000.0
88087,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,95000.0
88088,Sweden,"Associate degree (A.A., A.S., etc.)",2,36857.0
88089,United States of America,Some college/university study without earning a degree,10,188000.0
88091,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,74963.0
88096,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,150000.0
88099,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,57994.0
88100,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,65967.0
88101,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,80000.0
88102,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",17,38215.0
88105,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,101850.0
88106,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,130000.0
88109,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,39623.0
88116,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,53545.0
88119,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,45000.0
88121,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,124138.0
88122,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,77760.0
88124,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,53545.0
88130,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,55687.0
88139,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,81512.0
88150,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,60000.0
88152,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,78400.0
88153,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,84428.0
88154,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22,70679.0
88159,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,90000.0
88161,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,33458.0
88164,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,57104.0
88167,Netherlands,Some college/university study without earning a degree,3,37481.0
88168,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,23208.0
88169,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,131000.0
88170,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31,62246.0
88174,United States of America,Some college/university study without earning a degree,25,165000.0
88179,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,21897.0
88181,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,68000.0
88183,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,130000.0
88186,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,27296.0
88187,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,66650.0
88188,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,136750.0
88192,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,70120.0
88198,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,38282.0
88200,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,92000.0
88201,United States of America,"Associate degree (A.A., A.S., etc.)",2,90000.0
88203,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,133833.0
88205,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,106000.0
88206,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,64254.0
88207,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,44978.0
88208,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,120000.0
88210,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,128507.0
88214,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,6,59386.0
88217,United States of America,"Associate degree (A.A., A.S., etc.)",1,67500.0
88219,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",41,55000.0
88220,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,80000.0
88221,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,188000.0
88222,United States of America,Something else,5,85000.0
88223,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,104000.0
88224,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,111527.0
88226,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,70000.0
88229,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,145000.0
88231,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,140000.0
88235,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,18197.0
88237,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,155000.0
88241,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25,53545.0
88249,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,160000.0
88250,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,70000.0
88251,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,190000.0
88252,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,39970.0
88255,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,107090.0
88257,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,39724.0
88259,Poland,Some college/university study without earning a degree,16,107668.0
88261,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,30842.0
88266,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,50332.0
